UniProt,CrystalStructureCount,CrystalScore_Global,CrystalScore_q95
A6NGG8,1,0.0009157509157509158,0.03225806451612903
A6NHC0,1,0.0009157509157509158,0.03225806451612903
A6NHQ4,1,0.0009157509157509158,0.03225806451612903
A6NHR9,1,0.0009157509157509158,0.03225806451612903
A6NI73,1,0.0009157509157509158,0.03225806451612903
A6NIH7,1,0.0009157509157509158,0.03225806451612903
A6NK06,1,0.0009157509157509158,0.03225806451612903
A6NK44,1,0.0009157509157509158,0.03225806451612903
A6NNK5,1,0.0009157509157509158,0.03225806451612903
A7KAX9,1,0.0009157509157509158,0.03225806451612903
A8K008,6,0.005494505494505495,0.1935483870967742
A8K0B5,3,0.0027472527472527475,0.0967741935483871
A8K7I4,1,0.0009157509157509158,0.03225806451612903
A8K979,2,0.0018315018315018315,0.06451612903225806
A8MT69,6,0.005494505494505495,0.1935483870967742
A8MUM7,3,0.0027472527472527475,0.0967741935483871
A8MW92,6,0.005494505494505495,0.1935483870967742
A8MW95,1,0.0009157509157509158,0.03225806451612903
A9YTQ3,1,0.0009157509157509158,0.03225806451612903
B2RXH2,1,0.0009157509157509158,0.03225806451612903
B4DV12,4,0.003663003663003663,0.12903225806451613
B4E3L4,1,0.0009157509157509158,0.03225806451612903
B5MDL5,1,0.0009157509157509158,0.03225806451612903
B8YAC7,3,0.0027472527472527475,0.0967741935483871
C1K0Y1,5,0.004578754578754579,0.16129032258064516
C5IYE8,2,0.0018315018315018315,0.06451612903225806
C5MK56,13,0.011904761904761904,0.41935483870967744
D6R938,1,0.0009157509157509158,0.03225806451612903
D6RDG8,5,0.004578754578754579,0.16129032258064516
D9IWL3,1,0.0009157509157509158,0.03225806451612903
D9J307,3,0.0027472527472527475,0.0967741935483871
E5BBQ0,2,0.0018315018315018315,0.06451612903225806
E7EVC7,1,0.0009157509157509158,0.03225806451612903
E7EWM1,1,0.0009157509157509158,0.03225806451612903
E9PKB7,1,0.0009157509157509158,0.03225806451612903
E9PMV2,1,0.0009157509157509158,0.03225806451612903
F4NBQ1,1,0.0009157509157509158,0.03225806451612903
F4NBQ8,11,0.010073260073260074,0.3548387096774194
F4NBT2,1,0.0009157509157509158,0.03225806451612903
F5H747,1,0.0009157509157509158,0.03225806451612903
F6IQR9,2,0.0018315018315018315,0.06451612903225806
F6IQS1,5,0.004578754578754579,0.16129032258064516
F6IQY1,1,0.0009157509157509158,0.03225806451612903
G2XKQ0,1,0.0009157509157509158,0.03225806451612903
G9GAG7,1,0.0009157509157509158,0.03225806451612903
H0Y4R8,2,0.0018315018315018315,0.06451612903225806
H7C0V9,1,0.0009157509157509158,0.03225806451612903
I2FL84,1,0.0009157509157509158,0.03225806451612903
I2G9G1,1,0.0009157509157509158,0.03225806451612903
I3ZN83,2,0.0018315018315018315,0.06451612903225806
I3ZN84,7,0.00641025641025641,0.22580645161290322
I3ZN85,1,0.0009157509157509158,0.03225806451612903
J3QQQ8,1,0.0009157509157509158,0.03225806451612903
J3QS39,3,0.0027472527472527475,0.0967741935483871
K7EMV3,4,0.003663003663003663,0.12903225806451613
K7N5M3,9,0.008241758241758242,0.2903225806451613
K7N5M4,12,0.01098901098901099,0.3870967741935484
K7N5N2,6,0.005494505494505495,0.1935483870967742
L8E853,1,0.0009157509157509158,0.03225806451612903
O00139,5,0.004578754578754579,0.16129032258064516
O00141,1,0.0009157509157509158,0.03225806451612903
O00151,1,0.0009157509157509158,0.03225806451612903
O00161,1,0.0009157509157509158,0.03225806451612903
O00167,3,0.0027472527472527475,0.0967741935483871
O00170,2,0.0018315018315018315,0.06451612903225806
O00182,14,0.01282051282051282,0.45161290322580644
O00187,9,0.008241758241758242,0.2903225806451613
O00189,2,0.0018315018315018315,0.06451612903225806
O00198,3,0.0027472527472527475,0.0967741935483871
O00204,3,0.0027472527472527475,0.0967741935483871
O00206,7,0.00641025641025641,0.22580645161290322
O00212,1,0.0009157509157509158,0.03225806451612903
O00213,7,0.00641025641025641,0.22580645161290322
O00214,30,0.027472527472527472,0.967741935483871
O00238,1,0.0009157509157509158,0.03225806451612903
O00241,1,0.0009157509157509158,0.03225806451612903
O00244,10,0.009157509157509158,0.3225806451612903
O00255,48,0.04395604395604396,1.0
O00257,2,0.0018315018315018315,0.06451612903225806
O00264,1,0.0009157509157509158,0.03225806451612903
O00267,5,0.004578754578754579,0.16129032258064516
O00268,2,0.0018315018315018315,0.06451612903225806
O00291,1,0.0009157509157509158,0.03225806451612903
O00294,2,0.0018315018315018315,0.06451612903225806
O00299,16,0.014652014652014652,0.5161290322580645
O00308,2,0.0018315018315018315,0.06451612903225806
O00311,9,0.008241758241758242,0.2903225806451613
O00327,3,0.0027472527472527475,0.0967741935483871
O00329,3,0.0027472527472527475,0.0967741935483871
O00330,2,0.0018315018315018315,0.06451612903225806
O00338,1,0.0009157509157509158,0.03225806451612903
O00370,6,0.005494505494505495,0.1935483870967742
O00391,3,0.0027472527472527475,0.0967741935483871
O00399,1,0.0009157509157509158,0.03225806451612903
O00401,3,0.0027472527472527475,0.0967741935483871
O00408,41,0.037545787545787544,1.0
O00410,1,0.0009157509157509158,0.03225806451612903
O00411,1,0.0009157509157509158,0.03225806451612903
O00425,3,0.0027472527472527475,0.0967741935483871
O00429,6,0.005494505494505495,0.1935483870967742
O00443,6,0.005494505494505495,0.1935483870967742
O00444,3,0.0027472527472527475,0.0967741935483871
O00445,1,0.0009157509157509158,0.03225806451612903
O00451,2,0.0018315018315018315,0.06451612903225806
O00459,3,0.0027472527472527475,0.0967741935483871
O00472,1,0.0009157509157509158,0.03225806451612903
O00478,4,0.003663003663003663,0.12903225806451613
O00481,14,0.01282051282051282,0.45161290322580644
O00482,21,0.019230769230769232,0.6774193548387096
O00499,1,0.0009157509157509158,0.03225806451612903
O00506,2,0.0018315018315018315,0.06451612903225806
O00512,5,0.004578754578754579,0.16129032258064516
O00522,11,0.010073260073260074,0.3548387096774194
O00560,47,0.04304029304029304,1.0
O00571,11,0.010073260073260074,0.3548387096774194
O00584,1,0.0009157509157509158,0.03225806451612903
O00585,1,0.0009157509157509158,0.03225806451612903
O00602,7,0.00641025641025641,0.22580645161290322
O00625,12,0.01098901098901099,0.3870967741935484
O00629,9,0.008241758241758242,0.2903225806451613
O00746,1,0.0009157509157509158,0.03225806451612903
O00755,1,0.0009157509157509158,0.03225806451612903
O00757,12,0.01098901098901099,0.3870967741935484
O00762,2,0.0018315018315018315,0.06451612903225806
O00763,5,0.004578754578754579,0.16129032258064516
O00764,9,0.008241758241758242,0.2903225806451613
O14490,3,0.0027472527472527475,0.0967741935483871
O14492,1,0.0009157509157509158,0.03225806451612903
O14508,2,0.0018315018315018315,0.06451612903225806
O14520,2,0.0018315018315018315,0.06451612903225806
O14522,1,0.0009157509157509158,0.03225806451612903
O14526,1,0.0009157509157509158,0.03225806451612903
O14531,1,0.0009157509157509158,0.03225806451612903
O14544,1,0.0009157509157509158,0.03225806451612903
O14556,4,0.003663003663003663,0.12903225806451613
O14558,5,0.004578754578754579,0.16129032258064516
O14561,1,0.0009157509157509158,0.03225806451612903
O14593,3,0.0027472527472527475,0.0967741935483871
O14607,12,0.01098901098901099,0.3870967741935484
O14618,1,0.0009157509157509158,0.03225806451612903
O14638,2,0.0018315018315018315,0.06451612903225806
O14640,3,0.0027472527472527475,0.0967741935483871
O14641,10,0.009157509157509158,0.3225806451612903
O14646,7,0.00641025641025641,0.22580645161290322
O14656,2,0.0018315018315018315,0.06451612903225806
O14662,1,0.0009157509157509158,0.03225806451612903
O14684,16,0.014652014652014652,0.5161290322580645
O14686,3,0.0027472527472527475,0.0967741935483871
O14713,1,0.0009157509157509158,0.03225806451612903
O14717,1,0.0009157509157509158,0.03225806451612903
O14727,6,0.005494505494505495,0.1935483870967742
O14732,1,0.0009157509157509158,0.03225806451612903
O14733,26,0.023809523809523808,0.8387096774193549
O14744,31,0.028388278388278388,1.0
O14745,13,0.011904761904761904,0.41935483870967744
O14746,4,0.003663003663003663,0.12903225806451613
O14757,140,0.1282051282051282,1.0
O14763,6,0.005494505494505495,0.1935483870967742
O14770,2,0.0018315018315018315,0.06451612903225806
O14773,2,0.0018315018315018315,0.06451612903225806
O14776,2,0.0018315018315018315,0.06451612903225806
O14777,1,0.0009157509157509158,0.03225806451612903
O14786,21,0.019230769230769232,0.6774193548387096
O14791,4,0.003663003663003663,0.12903225806451613
O14792,1,0.0009157509157509158,0.03225806451612903
O14793,1,0.0009157509157509158,0.03225806451612903
O14796,1,0.0009157509157509158,0.03225806451612903
O14807,3,0.0027472527472527475,0.0967741935483871
O14815,2,0.0018315018315018315,0.06451612903225806
O14818,12,0.01098901098901099,0.3870967741935484
O14832,1,0.0009157509157509158,0.03225806451612903
O14836,1,0.0009157509157509158,0.03225806451612903
O14842,2,0.0018315018315018315,0.06451612903225806
O14862,3,0.0027472527472527475,0.0967741935483871
O14867,1,0.0009157509157509158,0.03225806451612903
O14874,1,0.0009157509157509158,0.03225806451612903
O14893,1,0.0009157509157509158,0.03225806451612903
O14907,5,0.004578754578754579,0.16129032258064516
O14920,2,0.0018315018315018315,0.06451612903225806
O14929,2,0.0018315018315018315,0.06451612903225806
O14931,3,0.0027472527472527475,0.0967741935483871
O14933,2,0.0018315018315018315,0.06451612903225806
O14936,17,0.015567765567765568,0.5483870967741935
O14939,2,0.0018315018315018315,0.06451612903225806
O14944,1,0.0009157509157509158,0.03225806451612903
O14958,2,0.0018315018315018315,0.06451612903225806
O14960,1,0.0009157509157509158,0.03225806451612903
O14964,5,0.004578754578754579,0.16129032258064516
O14965,96,0.08791208791208792,1.0
O14966,1,0.0009157509157509158,0.03225806451612903
O14976,4,0.003663003663003663,0.12903225806451613
O14980,1,0.0009157509157509158,0.03225806451612903
O14994,1,0.0009157509157509158,0.03225806451612903
O15014,1,0.0009157509157509158,0.03225806451612903
O15016,3,0.0027472527472527475,0.0967741935483871
O15021,1,0.0009157509157509158,0.03225806451612903
O15031,1,0.0009157509157509158,0.03225806451612903
O15033,1,0.0009157509157509158,0.03225806451612903
O15037,4,0.003663003663003663,0.12903225806451613
O15047,3,0.0027472527472527475,0.0967741935483871
O15054,6,0.005494505494505495,0.1935483870967742
O15061,1,0.0009157509157509158,0.03225806451612903
O15066,1,0.0009157509157509158,0.03225806451612903
O15075,7,0.00641025641025641,0.22580645161290322
O15085,5,0.004578754578754579,0.16129032258064516
O15091,2,0.0018315018315018315,0.06451612903225806
O15111,1,0.0009157509157509158,0.03225806451612903
O15118,7,0.00641025641025641,0.22580645161290322
O15119,1,0.0009157509157509158,0.03225806451612903
O15123,4,0.003663003663003663,0.12903225806451613
O15151,27,0.024725274725274724,0.8709677419354839
O15162,1,0.0009157509157509158,0.03225806451612903
O15164,18,0.016483516483516484,0.5806451612903226
O15169,14,0.01282051282051282,0.45161290322580644
O15178,49,0.04487179487179487,1.0
O15194,1,0.0009157509157509158,0.03225806451612903
O15198,1,0.0009157509157509158,0.03225806451612903
O15205,1,0.0009157509157509158,0.03225806451612903
O15217,1,0.0009157509157509158,0.03225806451612903
O15226,2,0.0018315018315018315,0.06451612903225806
O15229,1,0.0009157509157509158,0.03225806451612903
O15230,1,0.0009157509157509158,0.03225806451612903
O15234,3,0.0027472527472527475,0.0967741935483871
O15247,3,0.0027472527472527475,0.0967741935483871
O15263,3,0.0027472527472527475,0.0967741935483871
O15264,6,0.005494505494505495,0.1935483870967742
O15273,1,0.0009157509157509158,0.03225806451612903
O15294,23,0.021062271062271064,0.7419354838709677
O15296,2,0.0018315018315018315,0.06451612903225806
O15297,1,0.0009157509157509158,0.03225806451612903
O15305,4,0.003663003663003663,0.12903225806451613
O15335,2,0.0018315018315018315,0.06451612903225806
O15344,1,0.0009157509157509158,0.03225806451612903
O15350,11,0.010073260073260074,0.3548387096774194
O15353,1,0.0009157509157509158,0.03225806451612903
O15357,6,0.005494505494505495,0.1935483870967742
O15379,1,0.0009157509157509158,0.03225806451612903
O15382,28,0.02564102564102564,0.9032258064516129
O15392,8,0.007326007326007326,0.25806451612903225
O15393,7,0.00641025641025641,0.22580645161290322
O15394,4,0.003663003663003663,0.12903225806451613
O15409,1,0.0009157509157509158,0.03225806451612903
O15455,2,0.0018315018315018315,0.06451612903225806
O15460,5,0.004578754578754579,0.16129032258064516
O15467,1,0.0009157509157509158,0.03225806451612903
O15488,1,0.0009157509157509158,0.03225806451612903
O15492,1,0.0009157509157509158,0.03225806451612903
O15496,7,0.00641025641025641,0.22580645161290322
O15503,1,0.0009157509157509158,0.03225806451612903
O15516,2,0.0018315018315018315,0.06451612903225806
O15519,4,0.003663003663003663,0.12903225806451613
O15527,27,0.024725274725274724,0.8709677419354839
O15530,56,0.05128205128205128,1.0
O15540,5,0.004578754578754579,0.16129032258064516
O15550,5,0.004578754578754579,0.16129032258064516
O15553,7,0.00641025641025641,0.22580645161290322
O15554,1,0.0009157509157509158,0.03225806451612903
O19626,4,0.003663003663003663,0.12903225806451613
O19707,3,0.0027472527472527475,0.0967741935483871
O19712,6,0.005494505494505495,0.1935483870967742
O43143,3,0.0027472527472527475,0.0967741935483871
O43148,7,0.00641025641025641,0.22580645161290322
O43151,1,0.0009157509157509158,0.03225806451612903
O43157,3,0.0027472527472527475,0.0967741935483871
O43159,1,0.0009157509157509158,0.03225806451612903
O43169,1,0.0009157509157509158,0.03225806451612903
O43172,1,0.0009157509157509158,0.03225806451612903
O43173,4,0.003663003663003663,0.12903225806451613
O43175,18,0.016483516483516484,0.5806451612903226
O43189,7,0.00641025641025641,0.22580645161290322
O43236,1,0.0009157509157509158,0.03225806451612903
O43252,8,0.007326007326007326,0.25806451612903225
O43255,1,0.0009157509157509158,0.03225806451612903
O43278,4,0.003663003663003663,0.12903225806451613
O43290,1,0.0009157509157509158,0.03225806451612903
O43291,1,0.0009157509157509158,0.03225806451612903
O43293,6,0.005494505494505495,0.1935483870967742
O43312,1,0.0009157509157509158,0.03225806451612903
O43314,20,0.018315018315018316,0.6451612903225806
O43318,14,0.01282051282051282,0.45161290322580644
O43323,3,0.0027472527472527475,0.0967741935483871
O43324,4,0.003663003663003663,0.12903225806451613
O43353,7,0.00641025641025641,0.22580645161290322
O43390,1,0.0009157509157509158,0.03225806451612903
O43395,2,0.0018315018315018315,0.06451612903225806
O43396,1,0.0009157509157509158,0.03225806451612903
O43414,7,0.00641025641025641,0.22580645161290322
O43424,1,0.0009157509157509158,0.03225806451612903
O43426,3,0.0027472527472527475,0.0967741935483871
O43432,1,0.0009157509157509158,0.03225806451612903
O43447,2,0.0018315018315018315,0.06451612903225806
O43451,10,0.009157509157509158,0.3225806451612903
O43463,1,0.0009157509157509158,0.03225806451612903
O43464,9,0.008241758241758242,0.2903225806451613
O43474,1,0.0009157509157509158,0.03225806451612903
O43488,1,0.0009157509157509158,0.03225806451612903
O43504,7,0.00641025641025641,0.22580645161290322
O43508,1,0.0009157509157509158,0.03225806451612903
O43521,36,0.03296703296703297,1.0
O43525,1,0.0009157509157509158,0.03225806451612903
O43557,4,0.003663003663003663,0.12903225806451613
O43566,2,0.0018315018315018315,0.06451612903225806
O43567,1,0.0009157509157509158,0.03225806451612903
O43570,35,0.03205128205128205,1.0
O43572,1,0.0009157509157509158,0.03225806451612903
O43583,4,0.003663003663003663,0.12903225806451613
O43586,3,0.0027472527472527475,0.0967741935483871
O43597,5,0.004578754578754579,0.16129032258064516
O43598,13,0.011904761904761904,0.41935483870967744
O43602,7,0.00641025641025641,0.22580645161290322
O43612,1,0.0009157509157509158,0.03225806451612903
O43613,6,0.005494505494505495,0.1935483870967742
O43614,3,0.0027472527472527475,0.0967741935483871
O43615,1,0.0009157509157509158,0.03225806451612903
O43617,4,0.003663003663003663,0.12903225806451613
O43639,2,0.0018315018315018315,0.06451612903225806
O43660,1,0.0009157509157509158,0.03225806451612903
O43663,2,0.0018315018315018315,0.06451612903225806
O43683,6,0.005494505494505495,0.1935483870967742
O43704,2,0.0018315018315018315,0.06451612903225806
O43707,4,0.003663003663003663,0.12903225806451613
O43708,1,0.0009157509157509158,0.03225806451612903
O43715,2,0.0018315018315018315,0.06451612903225806
O43719,4,0.003663003663003663,0.12903225806451613
O43739,1,0.0009157509157509158,0.03225806451612903
O43741,5,0.004578754578754579,0.16129032258064516
O43747,1,0.0009157509157509158,0.03225806451612903
O43752,2,0.0018315018315018315,0.06451612903225806
O43763,1,0.0009157509157509158,0.03225806451612903
O43765,4,0.003663003663003663,0.12903225806451613
O43766,2,0.0018315018315018315,0.06451612903225806
O43776,5,0.004578754578754579,0.16129032258064516
O43781,1,0.0009157509157509158,0.03225806451612903
O43791,23,0.021062271062271064,0.7419354838709677
O43809,17,0.015567765567765568,0.5483870967741935
O43818,2,0.0018315018315018315,0.06451612903225806
O43897,1,0.0009157509157509158,0.03225806451612903
O43909,2,0.0018315018315018315,0.06451612903225806
O43914,3,0.0027472527472527475,0.0967741935483871
O43921,1,0.0009157509157509158,0.03225806451612903
O43924,31,0.028388278388278388,1.0
O43927,3,0.0027472527472527475,0.0967741935483871
O60216,13,0.011904761904761904,0.41935483870967744
O60218,20,0.018315018315018316,0.6451612903225806
O60229,12,0.01098901098901099,0.3870967741935484
O60232,1,0.0009157509157509158,0.03225806451612903
O60234,1,0.0009157509157509158,0.03225806451612903
O60235,2,0.0018315018315018315,0.06451612903225806
O60239,1,0.0009157509157509158,0.03225806451612903
O60241,1,0.0009157509157509158,0.03225806451612903
O60242,1,0.0009157509157509158,0.03225806451612903
O60259,2,0.0018315018315018315,0.06451612903225806
O60260,9,0.008241758241758242,0.2903225806451613
O60271,1,0.0009157509157509158,0.03225806451612903
O60306,1,0.0009157509157509158,0.03225806451612903
O60307,1,0.0009157509157509158,0.03225806451612903
O60308,2,0.0018315018315018315,0.06451612903225806
O60313,1,0.0009157509157509158,0.03225806451612903
O60318,1,0.0009157509157509158,0.03225806451612903
O60331,1,0.0009157509157509158,0.03225806451612903
O60341,13,0.011904761904761904,0.41935483870967744
O60343,1,0.0009157509157509158,0.03225806451612903
O60381,1,0.0009157509157509158,0.03225806451612903
O60462,10,0.009157509157509158,0.3225806451612903
O60469,1,0.0009157509157509158,0.03225806451612903
O60486,3,0.0027472527472527475,0.0967741935483871
O60494,1,0.0009157509157509158,0.03225806451612903
O60499,1,0.0009157509157509158,0.03225806451612903
O60500,1,0.0009157509157509158,0.03225806451612903
O60502,8,0.007326007326007326,0.25806451612903225
O60507,2,0.0018315018315018315,0.06451612903225806
O60547,6,0.005494505494505495,0.1935483870967742
O60551,2,0.0018315018315018315,0.06451612903225806
O60563,2,0.0018315018315018315,0.06451612903225806
O60565,1,0.0009157509157509158,0.03225806451612903
O60566,4,0.003663003663003663,0.12903225806451613
O60568,10,0.009157509157509158,0.3225806451612903
O60573,6,0.005494505494505495,0.1935483870967742
O60583,1,0.0009157509157509158,0.03225806451612903
O60603,3,0.0027472527472527475,0.0967741935483871
O60609,1,0.0009157509157509158,0.03225806451612903
O60658,2,0.0018315018315018315,0.06451612903225806
O60671,2,0.0018315018315018315,0.06451612903225806
O60673,8,0.007326007326007326,0.25806451612903225
O60674,110,0.10073260073260074,1.0
O60678,8,0.007326007326007326,0.25806451612903225
O60684,2,0.0018315018315018315,0.06451612903225806
O60701,11,0.010073260073260074,0.3548387096774194
O60704,2,0.0018315018315018315,0.06451612903225806
O60711,3,0.0027472527472527475,0.0967741935483871
O60716,1,0.0009157509157509158,0.03225806451612903
O60729,2,0.0018315018315018315,0.06451612903225806
O60760,30,0.027472527472527472,0.967741935483871
O60763,1,0.0009157509157509158,0.03225806451612903
O60784,3,0.0027472527472527475,0.0967741935483871
O60814,4,0.003663003663003663,0.12903225806451613
O60825,1,0.0009157509157509158,0.03225806451612903
O60828,3,0.0027472527472527475,0.0967741935483871
O60829,1,0.0009157509157509158,0.03225806451612903
O60844,7,0.00641025641025641,0.22580645161290322
O60870,1,0.0009157509157509158,0.03225806451612903
O60880,4,0.003663003663003663,0.12903225806451613
O60885,486,0.44505494505494503,1.0
O60888,1,0.0009157509157509158,0.03225806451612903
O60894,8,0.007326007326007326,0.25806451612903225
O60895,4,0.003663003663003663,0.12903225806451613
O60907,1,0.0009157509157509158,0.03225806451612903
O60911,25,0.022893772893772892,0.8064516129032258
O60921,2,0.0018315018315018315,0.06451612903225806
O60930,4,0.003663003663003663,0.12903225806451613
O60936,1,0.0009157509157509158,0.03225806451612903
O60939,3,0.0027472527472527475,0.0967741935483871
O60942,1,0.0009157509157509158,0.03225806451612903
O75015,3,0.0027472527472527475,0.0967741935483871
O75030,3,0.0027472527472527475,0.0967741935483871
O75044,3,0.0027472527472527475,0.0967741935483871
O75051,1,0.0009157509157509158,0.03225806451612903
O75084,7,0.00641025641025641,0.22580645161290322
O75112,1,0.0009157509157509158,0.03225806451612903
O75113,2,0.0018315018315018315,0.06451612903225806
O75116,2,0.0018315018315018315,0.06451612903225806
O75122,5,0.004578754578754579,0.16129032258064516
O75128,1,0.0009157509157509158,0.03225806451612903
O75143,4,0.003663003663003663,0.12903225806451613
O75146,1,0.0009157509157509158,0.03225806451612903
O75147,4,0.003663003663003663,0.12903225806451613
O75151,7,0.00641025641025641,0.22580645161290322
O75154,2,0.0018315018315018315,0.06451612903225806
O75164,79,0.07234432234432235,1.0
O75173,3,0.0027472527472527475,0.0967741935483871
O75175,1,0.0009157509157509158,0.03225806451612903
O75191,4,0.003663003663003663,0.12903225806451613
O75208,3,0.0027472527472527475,0.0967741935483871
O75223,5,0.004578754578754579,0.16129032258064516
O75317,1,0.0009157509157509158,0.03225806451612903
O75319,3,0.0027472527472527475,0.0967741935483871
O75326,1,0.0009157509157509158,0.03225806451612903
O75334,5,0.004578754578754579,0.16129032258064516
O75340,6,0.005494505494505495,0.1935483870967742
O75344,1,0.0009157509157509158,0.03225806451612903
O75347,1,0.0009157509157509158,0.03225806451612903
O75362,2,0.0018315018315018315,0.06451612903225806
O75367,7,0.00641025641025641,0.22580645161290322
O75368,1,0.0009157509157509158,0.03225806451612903
O75369,6,0.005494505494505495,0.1935483870967742
O75376,9,0.008241758241758242,0.2903225806451613
O75382,2,0.0018315018315018315,0.06451612903225806
O75385,14,0.01282051282051282,0.45161290322580644
O75390,11,0.010073260073260074,0.3548387096774194
O75396,1,0.0009157509157509158,0.03225806451612903
O75398,1,0.0009157509157509158,0.03225806451612903
O75419,1,0.0009157509157509158,0.03225806451612903
O75420,1,0.0009157509157509158,0.03225806451612903
O75436,1,0.0009157509157509158,0.03225806451612903
O75460,12,0.01098901098901099,0.3870967741935484
O75469,40,0.03663003663003663,1.0
O75473,2,0.0018315018315018315,0.06451612903225806
O75475,5,0.004578754578754579,0.16129032258064516
O75496,2,0.0018315018315018315,0.06451612903225806
O75506,1,0.0009157509157509158,0.03225806451612903
O75509,2,0.0018315018315018315,0.06451612903225806
O75521,2,0.0018315018315018315,0.06451612903225806
O75525,3,0.0027472527472527475,0.0967741935483871
O75530,46,0.04212454212454213,1.0
O75531,18,0.016483516483516484,0.5806451612903226
O75533,7,0.00641025641025641,0.22580645161290322
O75581,7,0.00641025641025641,0.22580645161290322
O75582,3,0.0027472527472527475,0.0967741935483871
O75592,1,0.0009157509157509158,0.03225806451612903
O75593,1,0.0009157509157509158,0.03225806451612903
O75594,1,0.0009157509157509158,0.03225806451612903
O75604,8,0.007326007326007326,0.25806451612903225
O75608,3,0.0027472527472527475,0.0967741935483871
O75626,1,0.0009157509157509158,0.03225806451612903
O75628,1,0.0009157509157509158,0.03225806451612903
O75629,1,0.0009157509157509158,0.03225806451612903
O75636,3,0.0027472527472527475,0.0967741935483871
O75643,2,0.0018315018315018315,0.06451612903225806
O75663,1,0.0009157509157509158,0.03225806451612903
O75688,1,0.0009157509157509158,0.03225806451612903
O75689,3,0.0027472527472527475,0.0967741935483871
O75695,2,0.0018315018315018315,0.06451612903225806
O75715,1,0.0009157509157509158,0.03225806451612903
O75717,1,0.0009157509157509158,0.03225806451612903
O75746,2,0.0018315018315018315,0.06451612903225806
O75747,1,0.0009157509157509158,0.03225806451612903
O75762,1,0.0009157509157509158,0.03225806451612903
O75787,2,0.0018315018315018315,0.06451612903225806
O75791,1,0.0009157509157509158,0.03225806451612903
